,date,poll,start,end,n,party,share
1230,2021-04-14,forsa,2021-04-06,2021-04-12,2500.0,SPD,0.15
1231,2021-07-04,forsa,2021-03-30,2021-04-01,1501.0,SPD,0.15
1232,2021-03-31,forsa,2021-03-23,2021-03-29,2503.0,SPD,0.15
1233,2021-03-24,forsa,2021-03-16,2021-03-22,2511.0,SPD,0.16
1234,2021-03-17,forsa,2021-03-09,2021-03-15,2501.0,SPD,0.16
1235,2021-10-03,forsa,2021-03-02,2021-03-08,2510.0,SPD,0.16
1236,2021-02-03,forsa,2021-02-25,2021-03-01,2501.0,SPD,0.16
1237,2021-02-23,forsa,2021-02-16,2021-02-22,2505.0,SPD,0.16
1238,2021-02-16,forsa,2021-02-09,2021-02-15,2502.0,SPD,0.16
1239,2021-09-02,forsa,2021-02-02,2021-02-08,2501.0,SPD,0.15
1240,2021-02-02,forsa,2021-01-26,2021-02-01,2503.0,SPD,0.15
1241,2021-01-26,forsa,2021-01-18,2021-01-25,3005.0,SPD,0.15
1242,2021-01-18,forsa,2021-01-16,2021-01-17,2014.0,SPD,0.15
1243,2021-01-18,forsa,2021-01-11,2021-01-15,2504.0,SPD,0.15
1244,2021-09-01,forsa,2021-01-04,2021-01-08,2503.0,SPD,0.14
1245,2020-12-26,forsa,2020-12-21,2020-12-23,1501.0,SPD,0.15
1246,2020-12-19,forsa,2020-12-14,2020-12-18,2505.0,SPD,0.15
1247,2020-12-12,forsa,2020-12-07,2020-12-11,2503.0,SPD,0.15
1248,2020-05-12,forsa,2020-11-30,2020-12-04,2507.0,SPD,0.15
1249,2020-11-28,forsa,2020-11-23,2020-11-27,2500.0,SPD,0.15
1250,2020-11-21,forsa,2020-11-16,2020-11-19,2505.0,SPD,0.16
1251,2020-11-14,forsa,2020-11-09,2020-11-13,2502.0,SPD,0.15
1252,2020-07-11,forsa,2020-11-02,2020-11-06,2502.0,SPD,0.15
1253,2020-10-31,forsa,2020-10-26,2020-10-30,2503.0,SPD,0.16
1254,2020-10-24,forsa,2020-10-19,2020-10-23,2503.0,SPD,0.15
1255,2020-10-17,forsa,2020-10-12,2020-10-16,2501.0,SPD,0.15
1256,2020-10-10,forsa,2020-10-05,2020-10-09,2504.0,SPD,0.15
1257,2020-03-10,forsa,2020-09-29,2020-10-02,2502.0,SPD,0.15
1258,2020-09-26,forsa,2020-09-21,2020-09-25,2504.0,SPD,0.15
1259,2020-09-19,forsa,2020-09-14,2020-09-18,2501.0,SPD,0.14
1260,2020-12-09,forsa,2020-09-07,2020-09-11,2501.0,SPD,0.16
1261,2020-05-09,forsa,2020-08-31,2020-09-04,2503.0,SPD,0.16
1262,2020-08-29,forsa,2020-08-24,2020-08-28,2502.0,SPD,0.16
1263,2020-08-22,forsa,2020-08-17,2020-08-21,2504.0,SPD,0.16
1264,2020-08-15,forsa,2020-08-10,2020-08-14,2501.0,SPD,0.16
1265,2020-08-08,forsa,2020-08-03,2020-08-07,2502.0,SPD,0.14
1266,2020-01-08,forsa,2020-07-27,2020-07-31,2504.0,SPD,0.14
1267,2020-07-25,forsa,2020-07-20,2020-07-24,2504.0,SPD,0.14
1268,2020-07-18,forsa,2020-07-13,2020-07-16,2501.0,SPD,0.14
1269,2020-11-07,forsa,2020-07-06,2020-07-10,2500.0,SPD,0.14
1270,2020-04-07,forsa,2020-06-29,2020-07-03,2503.0,SPD,0.14
1271,2020-06-27,forsa,2020-06-22,2020-06-26,2501.0,SPD,0.14
1272,2020-06-20,forsa,2020-06-15,2020-06-19,2501.0,SPD,0.14
1273,2020-06-13,forsa,2020-06-08,2020-06-13,2504.0,SPD,0.14
1274,2020-06-06,forsa,2020-06-02,2020-06-05,2002.0,SPD,0.16
1275,2020-05-30,forsa,2020-05-25,2020-05-29,2500.0,SPD,0.15
1276,2020-05-23,forsa,2020-05-18,2020-05-22,2002.0,SPD,0.15
1277,2020-05-16,forsa,2020-05-11,2020-05-15,2509.0,SPD,0.15
1278,2020-09-05,forsa,2020-05-04,2020-05-08,2503.0,SPD,0.15
1279,2020-02-05,forsa,2020-04-27,2020-04-30,2004.0,SPD,0.17
1280,2020-04-25,forsa,2020-04-20,2020-04-24,2505.0,SPD,0.16
1281,2020-04-18,forsa,2020-04-14,2020-04-17,2002.0,SPD,0.16
1282,2020-11-04,forsa,2020-04-06,2020-04-09,2001.0,SPD,0.17
1283,2020-04-04,forsa,2020-03-30,2020-04-03,2506.0,SPD,0.17
1284,2020-03-28,forsa,2020-03-23,2020-03-27,2511.0,SPD,0.16
1285,2020-03-26,forsa,2020-03-23,2020-03-25,1502.0,SPD,0.16
1286,2020-03-21,forsa,2020-03-16,2020-03-20,2504.0,SPD,0.15
1287,2020-03-14,forsa,2020-03-09,2020-03-13,2503.0,SPD,0.14
1288,2020-07-03,forsa,2020-03-02,2020-03-06,2503.0,SPD,0.15
1289,2020-02-29,forsa,2020-02-24,2020-02-28,2505.0,SPD,0.16
1290,2020-02-22,forsa,2020-02-17,2020-02-21,2504.0,SPD,0.14
1291,2020-02-15,forsa,2020-02-10,2020-02-14,2502.0,SPD,0.14
1292,2020-08-02,forsa,2020-02-03,2020-02-07,2503.0,SPD,0.14
1293,2020-01-02,forsa,2020-01-27,2020-01-31,2504.0,SPD,0.12
1294,2020-01-25,forsa,2020-01-20,2020-01-24,2507.0,SPD,0.12
1295,2020-01-18,forsa,2020-01-13,2020-01-17,2504.0,SPD,0.13
1296,2020-11-01,forsa,2020-01-06,2020-01-10,2503.0,SPD,0.12
1297,2019-12-21,forsa,2019-12-16,2019-12-20,2501.0,SPD,0.13
1298,2019-12-14,forsa,2019-12-09,2019-12-13,2502.0,SPD,0.12
1299,2019-07-12,forsa,2019-12-02,2019-12-06,2502.0,SPD,0.11
1300,2019-11-30,forsa,2019-11-25,2019-11-29,2500.0,SPD,0.14
1301,2019-11-23,forsa,2019-11-18,2019-11-22,2501.0,SPD,0.14
1302,2019-11-16,forsa,2019-11-11,2019-11-15,2501.0,SPD,0.15
1303,2019-09-11,forsa,2019-11-04,2019-11-08,2501.0,SPD,0.13
1304,2019-02-11,forsa,2019-10-28,2019-11-01,2502.0,SPD,0.13
1305,2019-10-26,forsa,2019-10-21,2019-10-25,2501.0,SPD,0.14
1306,2019-10-19,forsa,2019-10-14,2019-10-18,2501.0,SPD,0.14
1307,2019-12-10,forsa,2019-10-07,2019-10-11,2500.0,SPD,0.14
1308,2019-05-10,forsa,2019-09-30,2019-10-04,2505.0,SPD,0.14
1309,2019-09-28,forsa,2019-09-23,2019-09-27,2505.0,SPD,0.13
1310,2019-09-21,forsa,2019-09-16,2019-09-20,2500.0,SPD,0.15
1311,2019-09-14,forsa,2019-09-09,2019-09-13,2503.0,SPD,0.15
1312,2019-07-09,forsa,2019-09-02,2019-09-06,2503.0,SPD,0.15
1313,2019-08-31,forsa,2019-08-26,2019-08-30,2501.0,SPD,0.15
1314,2019-08-24,forsa,2019-08-19,2019-08-23,2504.0,SPD,0.14
1315,2019-08-17,forsa,2019-08-12,2019-08-16,2501.0,SPD,0.13
1316,2019-10-08,forsa,2019-08-05,2019-08-09,2503.0,SPD,0.12
1317,2019-03-08,forsa,2019-07-29,2019-08-02,2501.0,SPD,0.13
1318,2019-07-27,forsa,2019-07-22,2019-07-26,2502.0,SPD,0.13
1319,2019-07-20,forsa,2019-07-15,2019-07-19,2500.0,SPD,0.13
1320,2019-07-13,forsa,2019-07-08,2019-07-12,2500.0,SPD,0.13
1321,2019-06-07,forsa,2019-07-01,2019-07-05,2501.0,SPD,0.12
1322,2019-06-29,forsa,2019-06-24,2019-06-28,2501.0,SPD,0.12
1323,2019-06-22,forsa,2019-06-17,2019-06-21,2500.0,SPD,0.12
1324,2019-06-15,forsa,2019-06-11,2019-06-14,2001.0,SPD,0.11
1325,2019-08-06,forsa,2019-06-03,2019-06-07,2501.0,SPD,0.12
1326,2019-01-06,forsa,2019-05-27,2019-05-31,2001.0,SPD,0.12
1327,2019-05-27,forsa,2019-05-20,2019-05-24,2500.0,SPD,0.17
1328,2019-05-20,forsa,2019-05-13,2019-05-17,2503.0,SPD,0.16
1329,2019-05-13,forsa,2019-05-06,2019-05-10,2502.0,SPD,0.15
1330,2019-06-05,forsa,2019-04-29,2019-05-03,2002.0,SPD,0.15
1331,2019-04-29,forsa,2019-04-18,2019-04-24,2009.0,SPD,0.17
1332,2019-04-22,forsa,2019-04-15,2019-04-18,2004.0,SPD,0.17
1333,2019-04-13,forsa,2019-04-08,2019-04-12,2501.0,SPD,0.16
1334,2019-06-04,forsa,2019-04-01,2019-04-05,2501.0,SPD,0.16
1335,2019-03-30,forsa,2019-03-25,2019-03-29,2504.0,SPD,0.16
1336,2019-03-23,forsa,2019-03-18,2019-03-22,2501.0,SPD,0.16
1337,2019-03-16,forsa,2019-03-11,2019-03-15,2505.0,SPD,0.15
1338,2019-09-03,forsa,2019-03-04,2019-03-08,2501.0,SPD,0.15
1339,2019-04-03,forsa,2019-02-25,2019-03-01,2502.0,SPD,0.16
1340,2019-02-23,forsa,2019-02-18,2019-02-22,2501.0,SPD,0.16
1341,2019-02-16,forsa,2019-02-11,2019-02-15,2501.0,SPD,0.17
1342,2019-09-02,forsa,2019-02-04,2019-02-08,2500.0,SPD,0.15
1343,2019-02-02,forsa,2019-01-28,2019-02-01,2501.0,SPD,0.15
1344,2019-01-26,forsa,2019-01-21,2019-01-25,2501.0,SPD,0.14
1345,2019-01-19,forsa,2019-01-14,2019-01-18,2503.0,SPD,0.15
1346,2019-12-01,forsa,2019-01-07,2019-01-11,2504.0,SPD,0.15
1347,2019-05-01,forsa,2019-01-02,2019-01-04,1503.0,SPD,0.15
1348,2018-12-22,forsa,2018-12-17,2018-12-21,2504.0,SPD,0.14
1349,2018-12-15,forsa,2018-12-10,2018-12-14,2507.0,SPD,0.15
1350,2018-10-12,forsa,2018-12-07,2018-12-09,1506.0,SPD,0.14
1351,2018-07-12,forsa,2018-12-03,2018-12-06,2006.0,SPD,0.14
1352,2018-01-12,forsa,2018-11-26,2018-11-30,2505.0,SPD,0.14
1353,2018-11-24,forsa,2018-11-19,2018-11-23,2507.0,SPD,0.14
1354,2018-11-17,forsa,2018-11-12,2018-11-16,2503.0,SPD,0.14
1355,2018-11-11,forsa,2018-11-05,2018-11-09,2504.0,SPD,0.14
1356,2018-03-11,forsa,2018-10-29,2018-11-02,2502.0,SPD,0.13
1357,2018-10-27,forsa,2018-10-22,2018-10-26,2509.0,SPD,0.14
1358,2018-10-20,forsa,2018-10-15,2018-10-19,2502.0,SPD,0.14
1359,2018-10-13,forsa,2018-10-08,2018-10-12,2504.0,SPD,0.16
1360,2018-06-10,forsa,2018-10-01,2018-10-05,2002.0,SPD,0.16
1361,2018-09-29,forsa,2018-09-24,2018-09-28,2501.0,SPD,0.16
1362,2018-09-22,forsa,2018-09-17,2018-09-21,2502.0,SPD,0.17
1363,2018-09-15,forsa,2018-09-10,2018-09-14,2507.0,SPD,0.18
1364,2018-08-09,forsa,2018-09-03,2018-09-07,2507.0,SPD,0.16
1365,2018-01-09,forsa,2018-08-27,2018-08-31,2503.0,SPD,0.17
1366,2018-08-25,forsa,2018-08-20,2018-08-24,2502.0,SPD,0.18
1367,2018-08-18,forsa,2018-08-13,2018-08-17,2503.0,SPD,0.18
1368,2018-11-08,forsa,2018-08-06,2018-08-10,2505.0,SPD,0.18
1369,2018-04-08,forsa,2018-07-30,2018-08-03,2508.0,SPD,0.18
1370,2018-07-28,forsa,2018-07-23,2018-07-27,2505.0,SPD,0.18
1371,2018-07-21,forsa,2018-07-16,2018-07-20,2505.0,SPD,0.18
1372,2018-07-14,forsa,2018-07-09,2018-07-13,2505.0,SPD,0.17
1373,2018-07-07,forsa,2018-07-02,2018-07-06,2502.0,SPD,0.17
1374,2018-06-30,forsa,2018-06-25,2018-06-29,2508.0,SPD,0.17
1375,2018-06-24,forsa,2018-06-18,2018-06-22,2503.0,SPD,0.17
1376,2018-06-16,forsa,2018-06-14,2018-06-15,1001.0,SPD,0.16
1377,2018-06-16,forsa,2018-06-11,2018-06-13,1501.0,SPD,0.18
1378,2018-09-06,forsa,2018-06-04,2018-06-08,2504.0,SPD,0.18
1379,2018-02-06,forsa,2018-05-28,2018-06-01,2506.0,SPD,0.18
1380,2018-05-27,forsa,2018-05-22,2018-05-25,2002.0,SPD,0.18
1381,2018-05-19,forsa,2018-05-14,2018-05-18,2502.0,SPD,0.18
1382,2018-12-05,forsa,2018-05-07,2018-05-11,2004.0,SPD,0.17
1383,2018-05-05,forsa,2018-04-30,2018-05-04,2003.0,SPD,0.18
1384,2018-04-28,forsa,2018-04-23,2018-04-27,2507.0,SPD,0.17
1385,2018-04-23,forsa,2018-04-16,2018-04-20,2503.0,SPD,0.18
1386,2018-04-14,forsa,2018-04-09,2018-04-13,2506.0,SPD,0.19
1387,2018-07-04,forsa,2018-04-03,2018-04-06,2005.0,SPD,0.2
1388,2018-03-31,forsa,2018-03-26,2018-03-29,2003.0,SPD,0.18
1389,2018-03-24,forsa,2018-03-19,2018-03-23,2502.0,SPD,0.19
1390,2018-03-17,forsa,2018-03-12,2018-03-16,2502.0,SPD,0.19
1391,2018-11-03,forsa,2018-03-05,2018-03-09,2507.0,SPD,0.18
1392,2018-05-03,forsa,2018-03-04,2018-03-05,1502.0,SPD,0.19
1393,2018-03-03,forsa,2018-02-26,2018-03-02,2505.0,SPD,0.18
1394,2018-02-24,forsa,2018-02-19,2018-02-23,2506.0,SPD,0.18
1395,2018-02-17,forsa,2018-02-12,2018-02-16,2501.0,SPD,0.16
1396,2018-09-02,forsa,2018-02-07,2018-02-08,1003.0,SPD,0.18
1397,2018-05-02,forsa,2018-01-29,2018-02-02,2507.0,SPD,0.18
1398,2018-01-29,forsa,2018-01-22,2018-01-26,2505.0,SPD,0.18
1399,2018-01-22,forsa,2018-01-22,2018-01-22,1282.0,SPD,0.17
1400,2018-01-21,forsa,2018-01-15,2018-01-19,2501.0,SPD,0.18
1401,2018-01-18,forsa,2018-01-15,2018-01-17,1504.0,SPD,0.18
1402,2018-01-15,forsa,2018-01-08,2018-01-12,2501.0,SPD,0.2
1403,2018-07-01,forsa,2018-01-02,2018-01-05,2003.0,SPD,0.2
1404,2017-12-27,forsa,2017-12-18,2017-12-22,2504.0,SPD,0.19
1405,2017-12-16,forsa,2017-12-11,2017-12-15,2501.0,SPD,0.2
1406,2017-10-12,forsa,2017-12-09,2017-12-10,1566.0,SPD,0.2
1407,2017-10-12,forsa,2017-12-04,2017-12-08,2500.0,SPD,0.2
1408,2017-11-27,forsa,2017-11-20,2017-11-24,2508.0,SPD,0.19
1409,2017-11-20,forsa,2017-11-20,2017-11-20,1789.0,SPD,0.21
1410,2017-11-20,forsa,2017-11-13,2017-11-17,2505.0,SPD,0.2
1411,2017-11-13,forsa,2017-11-06,2017-11-10,2506.0,SPD,0.2
1412,2017-10-25,forsa,2017-10-16,2017-10-20,2503.0,SPD,0.22
1413,2017-10-18,forsa,2017-10-09,2017-10-13,2501.0,SPD,0.2
1414,2017-11-10,forsa,2017-10-02,2017-10-06,2001.0,SPD,0.2
1415,2017-11-07,forsa,2017-07-03,2017-07-07,2501.0,SPD,0.22
1416,2017-10-05,forsa,2017-05-02,2017-05-05,2004.0,SPD,0.29
1417,2017-11-04,forsa,2017-04-03,2017-04-07,2502.0,SPD,0.3
1418,2017-11-01,forsa,2017-01-02,2017-01-06,2501.0,SPD,0.2
1419,2021-09-17,politbarometer,2021-09-14,2021-09-16,1406.0,SPD,0.25
1420,2021-10-09,politbarometer,2021-09-07,2021-09-09,1281.0,SPD,0.25
1421,2021-03-09,politbarometer,2021-08-31,2021-09-02,1301.0,SPD,0.25
1422,2021-08-27,politbarometer,2021-08-24,2021-08-26,1300.0,SPD,0.22
1423,2021-08-13,politbarometer,2021-08-10,2021-08-12,1252.0,SPD,0.19
1424,2021-07-30,politbarometer,2021-07-27,2021-07-29,1268.0,SPD,0.16
1425,2021-07-16,politbarometer,2021-07-13,2021-07-15,1224.0,SPD,0.15
1426,2021-06-25,politbarometer,2021-06-22,2021-06-24,1271.0,SPD,0.14
1427,2021-10-06,politbarometer,2021-06-07,2021-06-09,1232.0,SPD,0.15
1428,2021-05-21,politbarometer,2021-05-18,2021-05-20,1229.0,SPD,0.14
1429,2021-07-05,politbarometer,2021-05-04,2021-05-06,1271.0,SPD,0.14
1430,2021-04-16,politbarometer,2021-04-13,2021-04-15,1292.0,SPD,0.14
1431,2021-03-26,politbarometer,2021-03-23,2021-03-25,1030.0,SPD,0.15
1432,2021-02-26,politbarometer,2021-02-23,2021-02-25,1202.0,SPD,0.16
1433,2021-01-28,politbarometer,2021-01-25,2021-01-27,1371.0,SPD,0.15
1434,2021-01-15,politbarometer,2021-01-12,2021-01-14,1262.0,SPD,0.15
1435,2020-10-12,politbarometer,2020-12-07,2020-12-09,1246.0,SPD,0.16
1436,2020-11-27,politbarometer,2020-11-24,2020-11-26,1330.0,SPD,0.16
1437,2020-11-13,politbarometer,2020-11-10,2020-11-12,1347.0,SPD,0.16
1438,2020-10-23,politbarometer,2020-10-20,2020-10-22,1297.0,SPD,0.15
1439,2020-09-10,politbarometer,2020-10-06,2020-10-08,1229.0,SPD,0.16
1440,2020-09-17,politbarometer,2020-09-14,2020-09-16,1241.0,SPD,0.17
1441,2020-08-28,politbarometer,2020-08-25,2020-08-27,1303.0,SPD,0.16
1442,2020-07-31,politbarometer,2020-07-28,2020-07-30,1249.0,SPD,0.14
1443,2020-10-07,politbarometer,2020-07-07,2020-07-09,1226.0,SPD,0.15
1444,2020-06-26,politbarometer,2020-06-23,2020-06-25,1227.0,SPD,0.15
1445,2020-12-06,politbarometer,2020-06-08,2020-06-10,1270.0,SPD,0.15
1446,2020-05-29,politbarometer,2020-05-26,2020-05-28,1377.0,SPD,0.15
1447,2020-05-15,politbarometer,2020-05-12,2020-05-14,1282.0,SPD,0.15
1448,2020-04-24,politbarometer,2020-04-20,2020-04-23,1323.0,SPD,0.16
1449,2020-09-04,politbarometer,2020-04-06,2020-04-08,1175.0,SPD,0.17
1450,2020-03-27,politbarometer,2020-03-23,2020-03-26,1473.0,SPD,0.15
1451,2020-06-03,politbarometer,2020-03-03,2020-03-05,1276.0,SPD,0.16
1452,2020-07-02,politbarometer,2020-02-04,2020-02-06,1067.0,SPD,0.14
1453,2020-01-16,politbarometer,2020-01-13,2020-01-15,1282.0,SPD,0.14
1454,2019-12-13,politbarometer,2019-12-10,2019-12-12,1366.0,SPD,0.13
1455,2019-11-29,politbarometer,2019-11-26,2019-11-28,1340.0,SPD,0.13
1456,2019-08-11,politbarometer,2019-11-05,2019-11-07,1264.0,SPD,0.14
1457,2019-10-18,politbarometer,2019-10-15,2019-10-17,1226.0,SPD,0.14
1458,2019-09-27,politbarometer,2019-09-24,2019-09-26,1325.0,SPD,0.13
1459,2019-05-09,politbarometer,2019-09-02,2019-09-04,1270.0,SPD,0.15
1460,2019-09-08,politbarometer,2019-08-06,2019-08-08,1307.0,SPD,0.13
1461,2019-07-19,politbarometer,2019-07-16,2019-07-18,1290.0,SPD,0.13
1462,2019-06-21,politbarometer,2019-06-17,2019-06-19,1291.0,SPD,0.14
1463,2019-06-06,politbarometer,2019-06-03,2019-06-05,1297.0,SPD,0.13
1464,2019-10-05,politbarometer,2019-05-07,2019-05-09,1357.0,SPD,0.16
1465,2019-12-04,politbarometer,2019-04-09,2019-04-11,1282.0,SPD,0.17
1466,2019-03-28,politbarometer,2019-03-25,2019-03-27,1325.0,SPD,0.15
1467,2019-03-15,politbarometer,2019-03-12,2019-03-14,1290.0,SPD,0.16
1468,2019-02-22,politbarometer,2019-02-19,2019-02-21,1266.0,SPD,0.15
1469,2019-08-02,politbarometer,2019-02-05,2019-02-07,1350.0,SPD,0.16
1470,2019-01-25,politbarometer,2019-01-22,2019-01-24,1285.0,SPD,0.14
1471,2019-11-01,politbarometer,2019-01-08,2019-01-10,1267.0,SPD,0.14
1472,2018-12-14,politbarometer,2018-12-11,2018-12-13,1268.0,SPD,0.15
1473,2018-11-23,politbarometer,2018-11-20,2018-11-22,1336.0,SPD,0.14
1474,2018-09-11,politbarometer,2018-11-06,2018-11-08,1200.0,SPD,0.14
1475,2018-10-19,politbarometer,2018-10-16,2018-10-18,1117.0,SPD,0.14
1476,2018-09-28,politbarometer,2018-09-25,2018-09-27,1260.0,SPD,0.17
1477,2018-09-14,politbarometer,2018-09-11,2018-09-13,1339.0,SPD,0.2
1478,2018-08-31,politbarometer,2018-08-28,2018-08-30,1216.0,SPD,0.18
1479,2018-10-08,politbarometer,2018-08-07,2018-08-09,1294.0,SPD,0.18
1480,2018-07-13,politbarometer,2018-07-09,2018-07-12,1340.0,SPD,0.18
1481,2018-06-29,politbarometer,2018-06-25,2018-06-28,1290.0,SPD,0.18
1482,2018-08-06,politbarometer,2018-06-05,2018-06-07,1284.0,SPD,0.2
1483,2018-05-18,politbarometer,2018-05-15,2018-05-17,1200.0,SPD,0.2
1484,2018-04-27,politbarometer,2018-04-24,2018-04-26,1285.0,SPD,0.2
1485,2018-04-13,politbarometer,2018-04-10,2018-04-12,1159.0,SPD,0.19
1486,2018-03-16,politbarometer,2018-03-13,2018-03-15,1214.0,SPD,0.19
1487,2018-02-23,politbarometer,2018-02-20,2018-02-22,1360.0,SPD,0.17
1488,2018-02-02,politbarometer,2018-01-30,2018-02-01,1302.0,SPD,0.19
1489,2018-01-19,politbarometer,2018-01-16,2018-01-18,1332.0,SPD,0.2
1490,2017-11-17,politbarometer,2017-11-14,2017-11-16,1303.0,SPD,0.21
1491,2017-10-27,politbarometer,2017-10-24,2017-10-26,1325.0,SPD,0.21
1492,2017-10-13,politbarometer,2017-10-10,2017-10-12,1180.0,SPD,0.21
1493,2017-09-29,politbarometer,2017-09-26,2017-09-28,1425.0,SPD,0.21
1494,2021-09-14,gms,2021-09-08,2021-09-13,1003.0,SPD,0.25
1495,2021-07-09,gms,2021-09-01,2021-09-06,1004.0,SPD,0.25
1496,2021-07-27,gms,2021-07-21,2021-07-27,1003.0,SPD,0.15
1497,2021-06-21,gms,2021-06-16,2021-06-21,1002.0,SPD,0.16
1498,2021-05-17,gms,2021-05-11,2021-05-17,1005.0,SPD,0.15
1499,2021-03-29,gms,2021-03-24,2021-03-29,1003.0,SPD,0.16
1500,2021-02-15,gms,2021-02-10,2021-02-15,1005.0,SPD,0.17
1501,2021-04-01,gms,2021-12-29,2021-01-04,1004.0,SPD,0.16
1502,2020-09-11,gms,2020-11-04,2020-11-09,1007.0,SPD,0.15
1503,2020-10-13,gms,2020-10-07,2020-10-12,1005.0,SPD,0.16
1504,2020-07-27,gms,2020-07-22,2020-07-27,1003.0,SPD,0.14
1505,2020-06-15,gms,2020-06-09,2020-06-15,1002.0,SPD,0.15
1506,2020-04-27,gms,2020-04-20,2020-04-27,1002.0,SPD,0.16
1507,2020-03-01,gms,2020-12-27,2020-01-02,1005.0,SPD,0.13
1508,2019-03-12,gms,2019-11-27,2019-12-02,1004.0,SPD,0.14
1509,2019-08-10,gms,2019-10-01,2019-10-07,1002.0,SPD,0.14
1510,2019-09-13,gms,2019-09-06,2019-09-12,1005.0,SPD,0.16
1511,2019-07-23,gms,2019-07-17,2019-07-22,1002.0,SPD,0.13
1512,2019-06-25,gms,2019-06-18,2019-06-24,1004.0,SPD,0.13
1513,2019-09-05,gms,2019-05-02,2019-05-08,1006.0,SPD,0.17
1514,2019-04-04,gms,2019-03-28,2019-04-03,1003.0,SPD,0.15
1515,2019-02-28,gms,2019-02-21,2019-02-27,1005.0,SPD,0.16
1516,2019-01-24,gms,2019-01-16,2019-01-23,1003.0,SPD,0.14
1517,2018-12-13,gms,2018-12-06,2018-12-12,1005.0,SPD,0.14
1518,2018-11-10,gms,2018-10-04,2018-10-10,1007.0,SPD,0.15
1519,2018-09-27,gms,2018-09-20,2018-09-26,1005.0,SPD,0.16
1520,2018-11-09,gms,2018-09-04,2018-09-10,1003.0,SPD,0.17
1521,2018-01-08,gms,2018-07-25,2018-07-31,1005.0,SPD,0.17
1522,2018-12-07,gms,2018-07-05,2018-07-11,1006.0,SPD,0.17
1523,2018-05-17,gms,2018-05-11,2018-05-16,1003.0,SPD,0.16
1524,2018-04-27,gms,2018-04-20,2018-04-26,1005.0,SPD,0.17
1525,2018-03-22,gms,2018-03-16,2018-03-21,1003.0,SPD,0.18
1526,2018-08-02,gms,2018-02-01,2018-02-07,1007.0,SPD,0.18
1527,2018-03-01,gms,2018-12-27,2018-01-02,1005.0,SPD,0.2
1528,2017-10-19,gms,2017-10-12,2017-10-18,1005.0,SPD,0.21
1529,2021-09-16,dimap,2021-09-13,2021-09-15,1512.0,SPD,0.26
1530,2021-02-09,dimap,2021-08-30,2021-09-01,1337.0,SPD,0.25
1531,2021-08-19,dimap,2021-08-17,2021-08-18,1219.0,SPD,0.21
1532,2021-05-08,dimap,2021-08-02,2021-08-04,1312.0,SPD,0.18
1533,2021-07-22,dimap,2021-07-20,2021-07-21,1188.0,SPD,0.16
1534,2021-01-07,dimap,2021-06-28,2021-06-30,1317.0,SPD,0.15
1535,2021-06-24,dimap,2021-06-22,2021-06-23,1217.0,SPD,0.15
1536,2021-10-06,dimap,2021-06-07,2021-06-09,1316.0,SPD,0.14
1537,2021-05-13,dimap,2021-05-10,2021-05-11,1198.0,SPD,0.15
1538,2021-06-05,dimap,2021-05-03,2021-05-05,1351.0,SPD,0.14
1539,2021-04-15,dimap,2021-04-13,2021-04-14,1174.0,SPD,0.15
1540,2021-01-04,dimap,2021-03-29,2021-03-30,1348.0,SPD,0.16
1541,2021-03-18,dimap,2021-03-15,2021-03-17,1207.0,SPD,0.17
1542,2021-04-03,dimap,2021-03-01,2021-03-02,1296.0,SPD,0.16
1543,2021-02-18,dimap,2021-02-15,2021-02-17,1025.0,SPD,0.16
1544,2021-04-02,dimap,2021-02-01,2021-02-03,1503.0,SPD,0.15
1545,2021-01-21,dimap,2021-01-18,2021-01-20,1027.0,SPD,0.15
1546,2021-07-01,dimap,2021-01-04,2021-01-06,1520.0,SPD,0.14
1547,2020-10-12,dimap,2020-12-07,2020-12-09,1004.0,SPD,0.16
1548,2020-03-12,dimap,2020-11-30,2020-12-02,1507.0,SPD,0.15
1549,2020-11-26,dimap,2020-11-24,2020-11-25,1047.0,SPD,0.15
1550,2020-12-11,dimap,2020-11-09,2020-11-11,1504.0,SPD,0.15
1551,2020-10-15,dimap,2020-10-12,2020-10-14,1038.0,SPD,0.15
1552,2020-01-10,dimap,2020-09-28,2020-09-30,1501.0,SPD,0.15
1553,2020-09-17,dimap,2020-09-15,2020-09-16,1051.0,SPD,0.16
1554,2020-03-09,dimap,2020-08-31,2020-09-02,1527.0,SPD,0.17
1555,2020-08-20,dimap,2020-08-18,2020-08-19,1065.0,SPD,0.16
1556,2020-06-08,dimap,2020-08-03,2020-08-05,1511.0,SPD,0.15
1557,2020-07-23,dimap,2020-07-21,2020-07-22,1064.0,SPD,0.14
1558,2020-02-07,dimap,2020-06-29,2020-07-01,1503.0,SPD,0.16
1559,2020-06-25,dimap,2020-06-23,2020-06-24,1068.0,SPD,0.16
1560,2020-04-06,dimap,2020-06-02,2020-06-03,1505.0,SPD,0.15
1561,2020-05-14,dimap,2020-05-12,2020-05-13,1074.0,SPD,0.15
1562,2020-07-05,dimap,2020-05-04,2020-05-06,1503.0,SPD,0.16
1563,2020-04-16,dimap,2020-04-14,2020-04-15,1057.0,SPD,0.17
1564,2020-02-04,dimap,2020-03-30,2020-04-01,1502.0,SPD,0.16
1565,2020-03-19,dimap,2020-03-17,2020-03-18,1035.0,SPD,0.14
1566,2020-05-03,dimap,2020-03-02,2020-03-04,1502.0,SPD,0.16
1567,2020-02-13,dimap,2020-02-11,2020-02-13,1007.0,SPD,0.16
