election_date,date,poll,start,end,n,party,share
1980-10-05,1980-08-15,allensbach,1980-08-15,1980-08-15,NA,cdu,44
1980-10-05,1980-09-15,allensbach,1980-09-15,1980-09-15,NA,cdu,44.5
1983-03-06,1980-11-15,allensbach,1980-11-15,1980-11-15,NA,cdu,46.20000076293945
1983-03-06,1980-12-15,allensbach,1980-12-15,1980-12-15,NA,cdu,46.099998474121094
1983-03-06,1981-01-15,allensbach,1981-01-15,1981-01-15,NA,cdu,46.599998474121094
1983-03-06,1981-02-15,allensbach,1981-02-15,1981-02-15,NA,cdu,48.400001525878906
1983-03-06,1981-03-15,allensbach,1981-03-15,1981-03-15,NA,cdu,49.400001525878906
1983-03-06,1981-04-15,allensbach,1981-04-15,1981-04-15,NA,cdu,50.20000076293945
1983-03-06,1981-05-15,allensbach,1981-05-15,1981-05-15,NA,cdu,50
1983-03-06,1981-06-15,allensbach,1981-06-15,1981-06-15,NA,cdu,49.79999923706055
1983-03-06,1981-07-15,allensbach,1981-07-15,1981-07-15,NA,cdu,49.29999923706055
1983-03-06,1981-08-15,allensbach,1981-08-15,1981-08-15,NA,cdu,48.900001525878906
1983-03-06,1981-09-15,allensbach,1981-09-15,1981-09-15,NA,cdu,50.29999923706055
1983-03-06,1981-10-15,allensbach,1981-10-15,1981-10-15,NA,cdu,53
1983-03-06,1981-11-15,allensbach,1981-11-15,1981-11-15,NA,cdu,51.400001525878906
1983-03-06,1981-12-15,allensbach,1981-12-15,1981-12-15,NA,cdu,50.099998474121094
1983-03-06,1982-01-15,allensbach,1982-01-15,1982-01-15,NA,cdu,49
1983-03-06,1982-02-15,allensbach,1982-02-15,1982-02-15,NA,cdu,50.29999923706055
1983-03-06,1982-03-15,allensbach,1982-03-15,1982-03-15,NA,cdu,52.70000076293945
1983-03-06,1982-04-15,allensbach,1982-04-15,1982-04-15,NA,cdu,53.099998474121094
1983-03-06,1982-05-15,allensbach,1982-05-15,1982-05-15,NA,cdu,49.900001525878906
1983-03-06,1982-06-15,allensbach,1982-06-15,1982-06-15,NA,cdu,53.29999923706055
1983-03-06,1982-07-15,allensbach,1982-07-15,1982-07-15,NA,cdu,53.70000076293945
1983-03-06,1982-08-15,allensbach,1982-08-15,1982-08-15,NA,cdu,57.900001525878906
1983-03-06,1982-09-15,allensbach,1982-09-15,1982-09-15,NA,cdu,55.20000076293945
1983-03-06,1982-10-15,allensbach,1982-10-15,1982-10-15,NA,cdu,49.70000076293945
1983-03-06,1982-11-15,allensbach,1982-11-15,1982-11-15,NA,cdu,51.099998474121094
1983-03-06,1982-12-15,allensbach,1982-12-15,1982-12-15,NA,cdu,50.5
1983-03-06,1983-01-15,allensbach,1983-01-15,1983-01-15,NA,cdu,48.29999923706055
1983-03-06,1983-01-18,allensbach,1983-01-18,1983-01-18,1000,cdu,49
1983-03-06,1983-02-15,allensbach,1983-02-15,1983-02-15,NA,cdu,50.099998474121094
1983-03-06,1983-03-02,allensbach,1983-03-02,1983-03-02,1000,cdu,47.599998474121094
1987-01-25,1983-04-15,allensbach,1983-04-15,1983-04-15,NA,cdu,53.79999923706055
1987-01-25,1983-05-15,allensbach,1983-05-15,1983-05-15,NA,cdu,48.79999923706055
1987-01-25,1983-06-15,allensbach,1983-06-15,1983-06-15,NA,cdu,52.099998474121094
1987-01-25,1983-07-15,allensbach,1983-07-15,1983-07-15,NA,cdu,51.79999923706055
1987-01-25,1983-08-15,allensbach,1983-08-15,1983-08-15,NA,cdu,51.099998474121094
1987-01-25,1983-09-15,allensbach,1983-09-15,1983-09-15,NA,cdu,49.70000076293945
1987-01-25,1983-10-15,allensbach,1983-10-15,1983-10-15,NA,cdu,48.70000076293945
1987-01-25,1983-11-15,allensbach,1983-11-15,1983-11-15,NA,cdu,50.70000076293945
1987-01-25,1983-12-15,allensbach,1983-12-15,1983-12-15,NA,cdu,49.79999923706055
1987-01-25,1984-01-15,allensbach,1984-01-15,1984-01-15,NA,cdu,49
1987-01-25,1984-02-15,allensbach,1984-02-15,1984-02-15,NA,cdu,48.79999923706055
1987-01-25,1984-03-15,allensbach,1984-03-15,1984-03-15,NA,cdu,49.70000076293945
1987-01-25,1984-04-15,allensbach,1984-04-15,1984-04-15,NA,cdu,49.400001525878906
1987-01-25,1984-05-15,allensbach,1984-05-15,1984-05-15,NA,cdu,48.29999923706055
1987-01-25,1984-06-15,allensbach,1984-06-15,1984-06-15,NA,cdu,48.20000076293945
1987-01-25,1984-07-15,allensbach,1984-07-15,1984-07-15,NA,cdu,46.79999923706055
1987-01-25,1984-08-15,allensbach,1984-08-15,1984-08-15,NA,cdu,46.70000076293945
1987-01-25,1984-09-15,allensbach,1984-09-15,1984-09-15,NA,cdu,50
1987-01-25,1984-10-15,allensbach,1984-10-15,1984-10-15,NA,cdu,46.900001525878906
1987-01-25,1984-11-15,allensbach,1984-11-15,1984-11-15,NA,cdu,48.400001525878906
1987-01-25,1984-12-15,allensbach,1984-12-15,1984-12-15,NA,cdu,47
1987-01-25,1985-01-15,allensbach,1985-01-15,1985-01-15,NA,cdu,48.70000076293945
1987-01-25,1985-02-15,allensbach,1985-02-15,1985-02-15,NA,cdu,48.599998474121094
1987-01-25,1985-03-15,allensbach,1985-03-15,1985-03-15,NA,cdu,46.900001525878906
1987-01-25,1985-04-15,allensbach,1985-04-15,1985-04-15,NA,cdu,46.79999923706055
1987-01-25,1985-05-15,allensbach,1985-05-15,1985-05-15,NA,cdu,43.79999923706055
1987-01-25,1985-06-15,allensbach,1985-06-15,1985-06-15,NA,cdu,42.900001525878906
1987-01-25,1985-07-15,allensbach,1985-07-15,1985-07-15,NA,cdu,43.70000076293945
1987-01-25,1985-08-15,allensbach,1985-08-15,1985-08-15,NA,cdu,44.70000076293945
1987-01-25,1985-09-15,allensbach,1985-09-15,1985-09-15,NA,cdu,44.599998474121094
1987-01-25,1985-10-15,allensbach,1985-10-15,1985-10-15,NA,cdu,47
1987-01-25,1985-11-15,allensbach,1985-11-15,1985-11-15,NA,cdu,46.400001525878906
1987-01-25,1985-12-15,allensbach,1985-12-15,1985-12-15,NA,cdu,46.20000076293945
1987-01-25,1986-01-15,allensbach,1986-01-15,1986-01-15,NA,cdu,48
1987-01-25,1986-02-15,allensbach,1986-02-15,1986-02-15,NA,cdu,46.599998474121094
1987-01-25,1986-03-15,allensbach,1986-03-15,1986-03-15,NA,cdu,45.099998474121094
1987-01-25,1986-03-23,fgruppe_wahlen,1986-03-23,1986-03-23,NA,cdu,44
1987-01-25,1986-04-15,allensbach,1986-04-15,1986-04-15,NA,cdu,47.400001525878906
1987-01-25,1986-04-25,fgruppe_wahlen,1986-04-25,1986-04-25,NA,cdu,45
1987-01-25,1986-05-15,allensbach,1986-05-15,1986-05-15,NA,cdu,46.400001525878906
1987-01-25,1986-05-21,fgruppe_wahlen,1986-05-21,1986-05-21,NA,cdu,43
1987-01-25,1986-06-15,allensbach,1986-06-15,1986-06-15,NA,cdu,46.400001525878906
1987-01-25,1986-06-27,fgruppe_wahlen,1986-06-27,1986-06-27,NA,cdu,44
1987-01-25,1986-07-15,allensbach,1986-07-15,1986-07-15,NA,cdu,47.29999923706055
1987-01-25,1986-07-26,fgruppe_wahlen,1986-07-26,1986-07-26,NA,cdu,45
1987-01-25,1986-08-15,allensbach,1986-08-15,1986-08-15,NA,cdu,47.70000076293945
1987-01-25,1986-08-23,fgruppe_wahlen,1986-08-23,1986-08-23,NA,cdu,45
1987-01-25,1986-09-15,allensbach,1986-09-15,1986-09-15,NA,cdu,46.099998474121094
1987-01-25,1986-09-30,fgruppe_wahlen,1986-09-30,1986-09-30,NA,cdu,45
1987-01-25,1986-10-15,allensbach,1986-10-15,1986-10-15,NA,cdu,48.70000076293945
1987-01-25,1986-10-25,fgruppe_wahlen,1986-10-25,1986-10-25,NA,cdu,46
1987-01-25,1986-11-15,allensbach,1986-11-15,1986-11-15,NA,cdu,50.79999923706055
1987-01-25,1986-11-22,fgruppe_wahlen,1986-11-22,1986-11-22,NA,cdu,47
1987-01-25,1986-12-12,fgruppe_wahlen,1986-12-12,1986-12-12,NA,cdu,46
1987-01-25,1986-12-15,allensbach,1986-12-15,1986-12-15,NA,cdu,51
1987-01-25,1987-01-14,allensbach,1987-01-14,1987-01-14,1000,cdu,44.79999923706055
1987-01-25,1987-01-20,allensbach,1987-01-20,1987-01-20,1000,cdu,44
1987-01-25,1987-01-22,allensbach,1987-01-22,1987-01-22,1000,cdu,44
1987-01-25,1987-01-23,allensbach,1987-01-23,1987-01-23,1000,cdu,44.599998474121094
1990-12-02,1987-02-15,allensbach,1987-02-15,1987-02-15,NA,cdu,47
1990-12-02,1987-03-15,allensbach,1987-03-15,1987-03-15,NA,cdu,47
1990-12-02,1987-04-15,allensbach,1987-04-15,1987-04-15,NA,cdu,47
1990-12-02,1987-04-19,fgruppe_wahlen,1987-04-19,1987-04-19,NA,cdu,45
1990-12-02,1987-05-15,allensbach,1987-05-15,1987-05-15,NA,cdu,47
1990-12-02,1987-05-23,fgruppe_wahlen,1987-05-23,1987-05-23,NA,cdu,45
1990-12-02,1987-06-15,allensbach,1987-06-15,1987-06-15,NA,cdu,48
1990-12-02,1987-06-28,fgruppe_wahlen,1987-06-28,1987-06-28,NA,cdu,45
1990-12-02,1987-07-15,allensbach,1987-07-15,1987-07-15,NA,cdu,48
1990-12-02,1987-08-15,allensbach,1987-08-15,1987-08-15,NA,cdu,44
1990-12-02,1987-08-29,fgruppe_wahlen,1987-08-29,1987-08-29,NA,cdu,45
1990-12-02,1987-09-15,allensbach,1987-09-15,1987-09-15,NA,cdu,44
1990-12-02,1987-09-27,fgruppe_wahlen,1987-09-27,1987-09-27,NA,cdu,44
1990-12-02,1987-10-15,allensbach,1987-10-15,1987-10-15,NA,cdu,41
1990-12-02,1987-10-25,fgruppe_wahlen,1987-10-25,1987-10-25,NA,cdu,43
1990-12-02,1987-11-15,allensbach,1987-11-15,1987-11-15,NA,cdu,42
1990-12-02,1987-11-22,fgruppe_wahlen,1987-11-22,1987-11-22,NA,cdu,43
1990-12-02,1987-12-13,fgruppe_wahlen,1987-12-13,1987-12-13,NA,cdu,43
1990-12-02,1987-12-15,allensbach,1987-12-15,1987-12-15,NA,cdu,42
1990-12-02,1988-01-15,allensbach,1988-01-15,1988-01-15,NA,cdu,44
1990-12-02,1988-01-17,fgruppe_wahlen,1988-01-17,1988-01-17,NA,cdu,42
1990-12-02,1988-02-15,allensbach,1988-02-15,1988-02-15,NA,cdu,42
1990-12-02,1988-02-21,fgruppe_wahlen,1988-02-21,1988-02-21,NA,cdu,43
1990-12-02,1988-03-15,allensbach,1988-03-15,1988-03-15,NA,cdu,44
1990-12-02,1988-03-20,fgruppe_wahlen,1988-03-20,1988-03-20,NA,cdu,42
1990-12-02,1988-04-15,allensbach,1988-04-15,1988-04-15,NA,cdu,43
1990-12-02,1988-04-17,fgruppe_wahlen,1988-04-17,1988-04-17,NA,cdu,42
1990-12-02,1988-05-15,allensbach,1988-05-15,1988-05-15,NA,cdu,42
1990-12-02,1988-05-20,fgruppe_wahlen,1988-05-20,1988-05-20,NA,cdu,42
1990-12-02,1988-06-15,allensbach,1988-06-15,1988-06-15,NA,cdu,39
1990-12-02,1988-06-18,fgruppe_wahlen,1988-06-18,1988-06-18,NA,cdu,42
1990-12-02,1988-07-15,allensbach,1988-07-15,1988-07-15,NA,cdu,38
1990-12-02,1988-08-15,allensbach,1988-08-15,1988-08-15,NA,cdu,40
1990-12-02,1988-08-24,fgruppe_wahlen,1988-08-24,1988-08-24,NA,cdu,41
1990-12-02,1988-09-15,allensbach,1988-09-15,1988-09-15,NA,cdu,40
1990-12-02,1988-09-21,fgruppe_wahlen,1988-09-21,1988-09-21,NA,cdu,41
1990-12-02,1988-10-15,allensbach,1988-10-15,1988-10-15,NA,cdu,43
1990-12-02,1988-10-21,fgruppe_wahlen,1988-10-21,1988-10-21,NA,cdu,41
1990-12-02,1988-11-15,allensbach,1988-11-15,1988-11-15,NA,cdu,42
1990-12-02,1988-11-18,fgruppe_wahlen,1988-11-18,1988-11-18,NA,cdu,40
1990-12-02,1988-12-15,allensbach,1988-12-15,1988-12-15,NA,cdu,41
1990-12-02,1988-12-16,fgruppe_wahlen,1988-12-16,1988-12-16,NA,cdu,41
1990-12-02,1989-01-15,allensbach,1989-01-15,1989-01-15,NA,cdu,39
1990-12-02,1989-01-20,fgruppe_wahlen,1989-01-20,1989-01-20,NA,cdu,41
1990-12-02,1989-02-15,allensbach,1989-02-15,1989-02-15,NA,cdu,37
1990-12-02,1989-02-17,fgruppe_wahlen,1989-02-17,1989-02-17,NA,cdu,38
1990-12-02,1989-03-15,allensbach,1989-03-15,1989-03-15,NA,cdu,36
1990-12-02,1989-03-17,fgruppe_wahlen,1989-03-17,1989-03-17,NA,cdu,38
1990-12-02,1989-04-14,fgruppe_wahlen,1989-04-14,1989-04-14,NA,cdu,37
1990-12-02,1989-04-15,allensbach,1989-04-15,1989-04-15,NA,cdu,37
1990-12-02,1989-05-15,allensbach,1989-05-15,1989-05-15,NA,cdu,38
1990-12-02,1989-05-20,fgruppe_wahlen,1989-05-20,1989-05-20,NA,cdu,38
1990-12-02,1989-06-15,allensbach,1989-06-15,1989-06-15,NA,cdu,39
1990-12-02,1989-06-23,fgruppe_wahlen,1989-06-23,1989-06-23,NA,cdu,40
1990-12-02,1989-07-15,allensbach,1989-07-15,1989-07-15,NA,cdu,40
1990-12-02,1989-08-15,allensbach,1989-08-15,1989-08-15,NA,cdu,39
1990-12-02,1989-08-18,fgruppe_wahlen,1989-08-18,1989-08-18,NA,cdu,41
1990-12-02,1989-09-15,fgruppe_wahlen,1989-09-15,1989-09-15,NA,cdu,39
1990-12-02,1989-09-15,allensbach,1989-09-15,1989-09-15,NA,cdu,40
1990-12-02,1989-10-15,allensbach,1989-10-15,1989-10-15,NA,cdu,40
1990-12-02,1989-10-20,fgruppe_wahlen,1989-10-20,1989-10-20,NA,cdu,41
1990-12-02,1989-11-15,allensbach,1989-11-15,1989-11-15,NA,cdu,41
1990-12-02,1989-11-17,fgruppe_wahlen,1989-11-17,1989-11-17,NA,cdu,40
1990-12-02,1989-12-15,allensbach,1989-12-15,1989-12-15,NA,cdu,41
1990-12-02,1989-12-15,fgruppe_wahlen,1989-12-15,1989-12-15,NA,cdu,41
1990-12-02,1990-01-19,fgruppe_wahlen,1990-01-19,1990-01-19,NA,cdu,41
1990-12-02,1990-02-16,fgruppe_wahlen,1990-02-16,1990-02-16,NA,cdu,42
1990-12-02,1990-03-16,fgruppe_wahlen,1990-03-16,1990-03-16,NA,cdu,43
1990-12-02,1990-04-21,fgruppe_wahlen,1990-04-21,1990-04-21,NA,cdu,43
1990-12-02,1990-05-18,fgruppe_wahlen,1990-05-18,1990-05-18,NA,cdu,42
1990-12-02,1990-06-14,fgruppe_wahlen,1990-06-14,1990-06-14,NA,cdu,43
1990-12-02,1990-08-24,fgruppe_wahlen,1990-08-24,1990-08-24,NA,cdu,44
1990-12-02,1990-09-14,fgruppe_wahlen,1990-09-14,1990-09-14,NA,cdu,45
1990-12-02,1990-09-26,allensbach,1990-09-26,1990-09-26,NA,cdu,44.29999923706055
1990-12-02,1990-09-28,allensbach,1990-09-28,1990-09-28,1400,cdu,42
1990-12-02,1990-10-12,allensbach,1990-10-12,1990-10-12,1400,cdu,43.5
1990-12-02,1990-10-19,fgruppe_wahlen,1990-10-19,1990-10-19,NA,cdu,46
1990-12-02,1990-10-26,allensbach,1990-10-26,1990-10-26,1400,cdu,44.6
1990-12-02,1990-11-09,allensbach,1990-11-09,1990-11-09,1400,cdu,43.4
1990-12-02,1990-11-16,fgruppe_wahlen,1990-11-16,1990-11-16,NA,cdu,45.5
1990-12-02,1990-11-23,allensbach,1990-11-23,1990-11-23,1400,cdu,41.7
1994-10-16,1990-12-03,allensbach,1990-12-03,1990-12-03,1400,cdu,42
1994-10-16,1990-12-14,fgruppe_wahlen,1990-12-14,1990-12-14,NA,cdu,44
1994-10-16,1990-12-17,allensbach,1990-12-17,1990-12-17,1400,cdu,43.7
1994-10-16,1991-01-25,fgruppe_wahlen,1991-01-25,1991-01-25,NA,cdu,45
1994-10-16,1991-02-15,fgruppe_wahlen,1991-02-15,1991-02-15,NA,cdu,43
1994-10-16,1991-02-25,allensbach,1991-02-25,1991-02-25,1400,cdu,41.7
1994-10-16,1991-03-15,fgruppe_wahlen,1991-03-15,1991-03-15,NA,cdu,42
1994-10-16,1991-03-26,allensbach,1991-03-26,1991-03-26,1400,cdu,34.4
1994-10-16,1991-04-26,fgruppe_wahlen,1991-04-26,1991-04-26,NA,cdu,41
1994-10-16,1991-05-08,allensbach,1991-05-08,1991-05-08,1400,cdu,35.5
1994-10-16,1991-05-24,fgruppe_wahlen,1991-05-24,1991-05-24,NA,cdu,41
1994-10-16,1991-06-14,fgruppe_wahlen,1991-06-14,1991-06-14,NA,cdu,40
1994-10-16,1991-06-17,allensbach,1991-06-17,1991-06-17,1400,cdu,37.3
1994-10-16,1991-07-29,allensbach,1991-07-29,1991-07-29,1400,cdu,33.3
1994-10-16,1991-08-23,fgruppe_wahlen,1991-08-23,1991-08-23,NA,cdu,40
1994-10-16,1991-08-30,allensbach,1991-08-30,1991-08-30,1400,cdu,34.2
1994-10-16,1991-09-27,fgruppe_wahlen,1991-09-27,1991-09-27,NA,cdu,40
1994-10-16,1991-10-01,allensbach,1991-10-01,1991-10-01,1400,cdu,33.9
1994-10-16,1991-10-18,fgruppe_wahlen,1991-10-18,1991-10-18,NA,cdu,41
1994-10-16,1991-10-27,allensbach,1991-10-27,1991-10-27,1400,cdu,37.2
1994-10-16,1991-11-08,fgruppe_wahlen,1991-11-08,1991-11-08,NA,cdu,41
1994-10-16,1991-11-25,allensbach,1991-11-25,1991-11-25,1400,cdu,36.1
1994-10-16,1991-12-13,fgruppe_wahlen,1991-12-13,1991-12-13,NA,cdu,42
1994-10-16,1991-12-27,allensbach,1991-12-27,1991-12-27,1400,cdu,38.9
1994-10-16,1992-01-31,fgruppe_wahlen,1992-01-31,1992-01-31,2000,cdu,42
1994-10-16,1992-02-03,allensbach,1992-02-03,1992-02-03,1400,cdu,38.5
1994-10-16,1992-02-21,fgruppe_wahlen,1992-02-21,1992-02-21,2096,cdu,41
1994-10-16,1992-03-11,allensbach,1992-03-11,1992-03-11,1400,cdu,36.9
1994-10-16,1992-03-20,fgruppe_wahlen,1992-03-20,1992-03-20,2000,cdu,42
1994-10-16,1992-04-01,allensbach,1992-04-01,1992-04-01,1400,cdu,36.6
1994-10-16,1992-04-10,fgruppe_wahlen,1992-04-10,1992-04-10,2000,cdu,39
1994-10-16,1992-04-28,allensbach,1992-04-28,1992-04-28,1400,cdu,32.2
1994-10-16,1992-05-15,fgruppe_wahlen,1992-05-15,1992-05-15,2000,cdu,38
1994-10-16,1992-06-07,allensbach,1992-06-07,1992-06-07,1400,cdu,33.4
1994-10-16,1992-06-19,fgruppe_wahlen,1992-06-19,1992-06-19,2000,cdu,38
1994-10-16,1992-06-29,allensbach,1992-06-29,1992-06-29,1400,cdu,34.3
1994-10-16,1992-07-10,fgruppe_wahlen,1992-07-10,1992-07-10,2000,cdu,38
1994-10-16,1992-07-29,allensbach,1992-07-29,1992-07-29,1400,cdu,34.9
1994-10-16,1992-08-23,allensbach,1992-08-23,1992-08-23,1400,cdu,32.6
1994-10-16,1992-09-18,fgruppe_wahlen,1992-09-18,1992-09-18,2000,cdu,37
1994-10-16,1992-09-24,allensbach,1992-09-24,1992-09-24,1400,cdu,33.2
1994-10-16,1992-10-16,fgruppe_wahlen,1992-10-16,1992-10-16,2000,cdu,38
1994-10-16,1992-10-19,allensbach,1992-10-19,1992-10-19,1400,cdu,35.3
1994-10-16,1992-11-03,allensbach,1992-11-03,1992-11-03,1400,cdu,33.6
1994-10-16,1992-11-13,fgruppe_wahlen,1992-11-13,1992-11-13,2000,cdu,39
1994-10-16,1992-11-30,allensbach,1992-11-30,1992-11-30,1400,cdu,34.9
1994-10-16,1992-12-11,fgruppe_wahlen,1992-12-11,1992-12-11,2000,cdu,38
1994-10-16,1992-12-13,allensbach,1992-12-13,1992-12-13,1400,cdu,34.4
1994-10-16,1993-01-23,fgruppe_wahlen,1993-01-23,1993-01-23,2000,cdu,37
1994-10-16,1993-02-02,allensbach,1993-02-02,1993-02-02,1400,cdu,31.6
1994-10-16,1993-02-18,forsa,1993-02-18,1993-02-18,NA,cdu,33
1994-10-16,1993-02-20,fgruppe_wahlen,1993-02-20,1993-02-20,2000,cdu,36
1994-10-16,1993-02-25,forsa,1993-02-25,1993-02-25,NA,cdu,31
1994-10-16,1993-03-04,forsa,1993-03-04,1993-03-04,NA,cdu,29
1994-10-16,1993-03-05,allensbach,1993-03-05,1993-03-05,1400,cdu,32.8
1994-10-16,1993-03-11,forsa,1993-03-11,1993-03-11,NA,cdu,34
1994-10-16,1993-03-18,forsa,1993-03-18,1993-03-18,NA,cdu,31
1994-10-16,1993-03-20,fgruppe_wahlen,1993-03-20,1993-03-20,2000,cdu,36
1994-10-16,1993-03-25,forsa,1993-03-25,1993-03-25,NA,cdu,33
1994-10-16,1993-03-30,allensbach,1993-03-30,1993-03-30,1400,cdu,32.8
1994-10-16,1993-04-07,forsa,1993-04-07,1993-04-07,NA,cdu,32
1994-10-16,1993-04-22,forsa,1993-04-22,1993-04-22,NA,cdu,36
1994-10-16,1993-04-24,fgruppe_wahlen,1993-04-24,1993-04-24,2000,cdu,37
1994-10-16,1993-04-29,forsa,1993-04-29,1993-04-29,2530,cdu,37
1994-10-16,1993-04-29,allensbach,1993-04-29,1993-04-29,1400,cdu,33.1
1994-10-16,1993-05-13,forsa,1993-05-13,1993-05-13,2526,cdu,34
1994-10-16,1993-05-15,fgruppe_wahlen,1993-05-15,1993-05-15,2000,cdu,38
1994-10-16,1993-05-19,forsa,1993-05-19,1993-05-19,2522,cdu,37
1994-10-16,1993-05-27,forsa,1993-05-27,1993-05-27,2012,cdu,35
1994-10-16,1993-06-03,forsa,1993-06-03,1993-06-03,2511,cdu,38
1994-10-16,1993-06-09,forsa,1993-06-09,1993-06-09,2016,cdu,35
1994-10-16,1993-06-10,allensbach,1993-06-10,1993-06-10,1400,cdu,35.6
1994-10-16,1993-06-17,forsa,1993-06-17,1993-06-17,503,cdu,39
1994-10-16,1993-06-19,fgruppe_wahlen,1993-06-19,1993-06-19,2000,cdu,38
1994-10-16,1993-06-24,forsa,1993-06-24,1993-06-24,2518,cdu,37
1994-10-16,1993-07-01,forsa,1993-07-01,1993-07-01,3028,cdu,36
1994-10-16,1993-07-07,allensbach,1993-07-07,1993-07-07,1400,cdu,35.3
1994-10-16,1993-07-08,forsa,1993-07-08,1993-07-08,2525,cdu,33
1994-10-16,1993-07-10,fgruppe_wahlen,1993-07-10,1993-07-10,2000,cdu,38
1994-10-16,1993-07-15,forsa,1993-07-15,1993-07-15,2531,cdu,32
1994-10-16,1993-07-22,forsa,1993-07-22,1993-07-22,1009,cdu,37
1994-10-16,1993-07-26,allensbach,1993-07-26,1993-07-26,1400,cdu,33.7
1994-10-16,1993-07-29,forsa,1993-07-29,1993-07-29,2550,cdu,36
1994-10-16,1993-08-05,forsa,1993-08-05,1993-08-05,2518,cdu,35
1994-10-16,1993-08-26,forsa,1993-08-26,1993-08-26,2526,cdu,36
1994-10-16,1993-09-02,allensbach,1993-09-02,1993-09-02,1400,cdu,33.8
1994-10-16,1993-09-16,forsa,1993-09-16,1993-09-16,2522,cdu,34
1994-10-16,1993-09-23,forsa,1993-09-23,1993-09-23,NA,cdu,33
1994-10-16,1993-09-25,fgruppe_wahlen,1993-09-25,1993-09-25,2000,cdu,37
1994-10-16,1993-10-03,allensbach,1993-10-03,1993-10-03,1400,cdu,30.9
1994-10-16,1993-10-14,forsa,1993-10-14,1993-10-14,2522,cdu,30
1994-10-16,1993-11-04,forsa,1993-11-04,1993-11-04,2529,cdu,32
1994-10-16,1993-11-05,allensbach,1993-11-05,1993-11-05,1400,cdu,32.9
1994-10-16,1993-11-13,fgruppe_wahlen,1993-11-13,1993-11-13,2000,cdu,37
1994-10-16,1993-11-18,forsa,1993-11-18,1993-11-18,2542,cdu,34
1994-10-16,1993-11-25,forsa,1993-11-25,1993-11-25,2016,cdu,33
1994-10-16,1993-12-02,forsa,1993-12-02,1993-12-02,2523,cdu,33
1994-10-16,1993-12-05,allensbach,1993-12-05,1993-12-05,1400,cdu,32.4
1994-10-16,1993-12-09,forsa,1993-12-09,1993-12-09,2528,cdu,32
1994-10-16,1993-12-11,fgruppe_wahlen,1993-12-11,1993-12-11,2000,cdu,37
1994-10-16,1993-12-16,forsa,1993-12-16,1993-12-16,2519,cdu,28
1994-10-16,1993-12-19,allensbach,1993-12-19,1993-12-19,1400,cdu,33.2
1994-10-16,1993-12-22,forsa,1993-12-22,1993-12-22,2509,cdu,33
1994-10-16,1993-12-29,forsa,1993-12-29,1993-12-29,2023,cdu,32
1994-10-16,1994-01-05,forsa,1994-01-05,1994-01-05,2024,cdu,33
1994-10-16,1994-01-13,forsa,1994-01-13,1994-01-13,2531,cdu,32
1994-10-16,1994-01-20,forsa,1994-01-20,1994-01-20,2527,cdu,31
1994-10-16,1994-01-22,fgruppe_wahlen,1994-01-22,1994-01-22,2000,cdu,36
1994-10-16,1994-01-27,forsa,1994-01-27,1994-01-27,2524,cdu,33
1994-10-16,1994-02-02,allensbach,1994-02-02,1994-02-02,1400,cdu,35.1
1994-10-16,1994-02-03,forsa,1994-02-03,1994-02-03,2516,cdu,29
1994-10-16,1994-02-10,forsa,1994-02-10,1994-02-10,2521,cdu,30
1994-10-16,1994-02-17,forsa,1994-02-17,1994-02-17,2514,cdu,31
1994-10-16,1994-02-21,allensbach,1994-02-21,1994-02-21,1400,cdu,33.3
1994-10-16,1994-02-24,forsa,1994-02-24,1994-02-24,2523,cdu,32
1994-10-16,1994-02-26,fgruppe_wahlen,1994-02-26,1994-02-26,2000,cdu,37
1994-10-16,1994-03-03,forsa,1994-03-03,1994-03-03,2516,cdu,35
1994-10-16,1994-03-10,forsa,1994-03-10,1994-03-10,2517,cdu,35
1994-10-16,1994-03-14,allensbach,1994-03-14,1994-03-14,1400,cdu,32.5
1994-10-16,1994-03-17,forsa,1994-03-17,1994-03-17,2535,cdu,34
1994-10-16,1994-03-24,forsa,1994-03-24,1994-03-24,2518,cdu,33
1994-10-16,1994-03-26,fgruppe_wahlen,1994-03-26,1994-03-26,2000,cdu,36
1994-10-16,1994-03-30,forsa,1994-03-30,1994-03-30,2521,cdu,36
1994-10-16,1994-04-07,forsa,1994-04-07,1994-04-07,2008,cdu,36
1994-10-16,1994-04-11,allensbach,1994-04-11,1994-04-11,1400,cdu,34.9
1994-10-16,1994-04-14,forsa,1994-04-14,1994-04-14,2013,cdu,35
1994-10-16,1994-04-21,forsa,1994-04-21,1994-04-21,2515,cdu,36
1994-10-16,1994-04-23,fgruppe_wahlen,1994-04-23,1994-04-23,2000,cdu,37
1994-10-16,1994-04-28,forsa,1994-04-28,1994-04-28,2518,cdu,36
1994-10-16,1994-05-01,forsa,1994-05-01,1994-05-01,2516,cdu,39
1994-10-16,1994-05-05,forsa,1994-05-05,1994-05-05,2520,cdu,38
1994-10-16,1994-05-10,allensbach,1994-05-10,1994-05-10,1400,cdu,34.4
1994-10-16,1994-05-21,fgruppe_wahlen,1994-05-21,1994-05-21,2000,cdu,38
1994-10-16,1994-05-26,forsa,1994-05-26,1994-05-26,2516,cdu,39
1994-10-16,1994-06-01,forsa,1994-06-01,1994-06-01,2005,cdu,42
1994-10-16,1994-06-02,allensbach,1994-06-02,1994-06-02,1400,cdu,36
1994-10-16,1994-06-09,forsa,1994-06-09,1994-06-09,2523,cdu,40
